,Unnamed: 0,card,fee.annual,fee.supplementary,fee.waiver,fee.late,fee.cashadvance,fee.overlimit,fee.foreigntransaction,interest.free,interest.rate,repayment.month,income.singapore,income.foreign,cardtype,wireless,benefits.keyfeatures,Promotions,benefits.airmile,benefits.cashback,benefits.dining,benefits.grocery,benefits.onlineshop,benefits.petrol,Rewards,Shopping,Student,benefits.all,benefits.cashback.score,benefits.airmile.score,benefits.dining.score,benefits.grocery.score,benefits.onlineshop.score,benefits.petrol.score,Rewards.score,Shopping.score,Student.score,fee.annual_conv,income.singapore_conv,income.foreign_conv,interest.rate_conv
25,25,standard-chartered-rewards,$193 ,0,Available,S$80,6%,$40 ,3.50%,0,25.90%,"1% or S$50, whichever is higher","$30,000 ","$60,000 ",Visa,"Visa Paywave, Apple Pay, Samsung Pay, Google Pay","['Get up to S$300 worth of Cash + Cashback + Amazon Prime Now Credit when you apply for SCB Rewards+ Card via MoneySmart', 'Important – Go to MoneySmart Claim Form to submit your (1) Contact Details and (2) 11 digit Reference Number on the Thank You Page upon completion on or before 30 Nov 2018 for your S$50 Cash Gift. Full T&Cs here', '10X Rewards Points per S$1 spent in foreign currency, including online spends', '5X Rewards Points per S$1 spent in Singapore Dollars for local dining transactions', '1X Rewards Points per S$1 on all other spends', 'Rewards Points capped at 20,000 points per year', 'No minimum spend required2 years annual fee waiver']","['Apply through MoneySmart for selected Standard Chartered credit cards between 1 Nov 2018 till 30 Nov 2018', 'Free S$50 Cash for New-to-Bank approved SCB Cardholders AND', 'Free S$150 Amazon Prime Now Credit OR S$100 Cash credit, with no min. spend.Valid for New-to-Bank SCB Cardholders; Existing SCB Cardholders will receive S$20 Cash credit with no min. spend  AND', 'Up to S$100 Cashback with a min. spend of S$500 within 30 days of card approval; based on 5% cashback rate for all spend. New-to-Bank SCB Cardholders cashback cap: S$100; Existing SCB Cardholders cashback cap: S$50 ', 'Important – Go to MoneySmart Claim Form to submit your (1) Contact Details and (2) 11 digit Reference Number on the Thank You Page upon completion on or before 30 Nov 2018 for your S$50 Cash Gift. Full T&Cs here']",0,0,0,0,"['Get up to S$300 worth of Cash + Cashback + Amazon Prime Now Credit when you apply for SCB Rewards+ Card via MoneySmart', 'Important – Go to MoneySmart Claim Form to submit your (1) Contact Details and (2) 11 digit Reference Number on the Thank You Page upon completion on or before 30 Nov 2018 for your S$50 Cash Gift. Full T&Cs here', '10X Rewards Points per S$1 spent in foreign currency, including online spends', '5X Rewards Points per S$1 spent in Singapore Dollars for local dining transactions', '1X Rewards Points per S$1 on all other spends', 'Rewards Points capped at 20,000 points per year']",0,0,0,0,"['0', '0', '0', '0', ""['Get up to S$300 worth of Cash + Cashback + Amazon Prime Now Credit when you apply for SCB Rewards+ Card via MoneySmart', 'Important – Go to MoneySmart Claim Form to submit your (1) Contact Details and (2) 11 digit Reference Number on the Thank You Page upon completion on or before 30 Nov 2018 for your S$50 Cash Gift. Full T&Cs here', '10X Rewards Points per S$1 spent in foreign currency, including online spends', '5X Rewards Points per S$1 spent in Singapore Dollars for local dining transactions', '1X Rewards Points per S$1 on all other spends', 'Rewards Points capped at 20,000 points per year']"", '0']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,30000.0,60000.0,-0.259
26,26,hsbc-visa-platinum-credit-card,$193 ,0,Available,S$55,"6% or $15, whichever is higher",$40 ,2.80%,20 days,25.90%,"3% or S$50, whichever is higher","$30,000 ","$40,000 ",Visa,"Visa payWave, Apple Pay","['5% cash rebates on dining, grocery and petrolKids now enjoy free movies, meal and trips and many more family offers1X Reward Point for every S$1 spent2 years fee waiver, subsequent years waived with min. spend of $12,500 p.a.']","['Get a Samsonite Astra 55cm luggage (worth S$350) when you charge S$600 to your new card within a month of Card Account opening date; AND', 'Get Samsonite Sammies Rabbit Rosie or Dino Rex Backpack (worth S$55) when you submit an application (which is approved) between 1 Nov - 31 Dec 2018', 'Valid for New Cardholders', 'Promotion valid from 1 Oct 2018 - 31 Dec 2018, applications must be approved by 15 Jan 2019']",0,"['5% cash rebate on dining, groceries and petrol with min. S$600 spend/month for all 3 months in a calendar quarterS$250 cap per account per quarter']",0,0,0,0,0,0,0,"['0', ""['5% cash rebate on dining, groceries and petrol with min. S$600 spend/month for all 3 months in a calendar quarterS$250 cap per account per quarter']"", '0', '0', '0', '0']",0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,30000.0,40000.0,-0.259
27,27,bank-of-china-zaobao-credit-card,$190 ,$95 ,Available,S$100,"6% or S$20, whichever is higher",$40 ,1.50%,23 days,28.88%,"3% or S$50, whichever is higher","$30,000 ","$60,000 ",UnionPay,0,"['Up to 30.7% savings on petrol transactions at Shell and SPC20% Cash Rebate on Zaobao and SPH newspaper subscriptions12% Cash Rebate at Breadtalk and 10% Cash Rebate at Buzz, Dining, Department Stores and Online Purchases5% Cash Rebate on spend in Mainland China2x Reward Points for every S$1 spent overseas; 1x Reward Points for every S$1 spent locallyPayment can be made in RMB and/or SGD with no currency exchange feesTo apply, SMS BOCCARD[space]ZBMS[space]Name to 79777']",0,0,"['20% Cash Rebate on Zaobao & SPH newspaper subscriptions12% Cash Rebate at BreadTalk10% Cash Rebate at Buzz, Dining, Department Stores and Online spend5% Cash Rebate on spend in Mainland ChinaMinimum spend: S$600 per monthCash Rebate cap at S$80 per month']",0,0,0,0,0,0,0,"['0', ""['20% Cash Rebate on Zaobao & SPH newspaper subscriptions12% Cash Rebate at BreadTalk10% Cash Rebate at Buzz, Dining, Department Stores and Online spend5% Cash Rebate on spend in Mainland ChinaMinimum spend: S$600 per monthCash Rebate cap at S$80 per month']"", '0', '0', '0', '0']",0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,30000.0,60000.0,-0.2888
28,28,boc-elite-miles-world-mastercard,$190 ,$95 ,Available,$100 ,"6% or S$20, whichever is higher",0,2.50%,23 days,28.88%,"3% or S$50, whichever is higher","$30,000 ","$60,000 ",MasterCard,MasterCard PayPass,"['Local Spend: S$1 = 2 Miles (6 BOC Points)', 'Overseas Spend: S$1 = 5 miles (15 BOC Points)', 'BOC Points can be converted to miles and vouchers (e.g. Grab, Petrol, Golden Village, Qoo10, Grocery)', 'No minimum spend and no cap on earned miles', 'To apply, SMS BOCCARD[space]EMMS[space]Name to 79777']","['Local Spend: S$1 = 2 Miles (6 BOC Points)', 'Overseas Spend: S$1 = 5 miles (15 BOC Points)', 'To apply, SMS BOCCARD[space]EMMS[space]Name to 79777']","['S$1 = 2 Miles (Local spend)', 'S$1 = 5 Miles (Overseas spend)', 'No minimum spend and no cap on earned miles', '4X Complimentary access to Plaza Premium lounges worldwide in a year. Valid for applicants who have applied for the card between 23 July till 30 June 2019']",0,0,0,0,0,0,0,0,"[""['S$1 = 2 Miles (Local spend)', 'S$1 = 5 Miles (Overseas spend)', 'No minimum spend and no cap on earned miles', '4X Complimentary access to Plaza Premium lounges worldwide in a year. Valid for applicants who have applied for the card between 23 July till 30 June 2019']"", '0', '0', '0', '0', '0']",0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,30000.0,60000.0,-0.2888
29,29,bank-of-china-qoo10-world-mastercard,$190 ,$95 ,Available,S$100,"6% or S$20, whichever is higher",0,1.50%,23 days,28.88%,"3% or S$50, whichever is higher","$30,000 ","$60,000 ",Mastercard,0,"[""Up to 15% Rebate on Qoo10 spend20% Rebate on Public Transport Spend (SBS/SMRT buses & MRT)5% Rebate on Public Taxi and Grab, Local Dining, Entertainment, Online and Overseas spendAll rebates in form of Qmoney where 1 Qmoney = S$1; Qmoney is Qoo10's virtual currencyTo apply, SMS BOCCARD[space]Q10MS[space]Name to 79777""]","['Enjoy unlimited Qmoney rebates on your overseas spend', 'Spend a min. of S$600 in a calendar month', 'Valid till 31 Dec 2018']",0,"['15% Rebate on Qoo10 transactions, with an overall min. spend of S$600 per month', '3% Rebate on Qoo10 transactions, with an overall min. spend of S$300 per month ', '20% Rebate on Public Transport Spend (SBS/SMRT buses & MRT), with an overall min. spend of S$600 per month', '5% Rebate on Public Taxi and Grab, Local Dining, Entertainment and Online Shopping, with an overall min. spend of S$600 per month', '5% Rebate on Overseas spend with an overall min. spend of S$600 per month at no rebate cap till 31 Dec 2018', 'Cash Rebate cap of S$40 on Qoo10 transactions, and S$40 on all other transactions per month except overseas spend', 'All rebates in form of Qmoney where 1 Qmoney = S$1']",0,0,0,0,0,0,0,"['0', ""['15% Rebate on Qoo10 transactions, with an overall min. spend of S$600 per month', '3% Rebate on Qoo10 transactions, with an overall min. spend of S$300 per month ', '20% Rebate on Public Transport Spend (SBS/SMRT buses & MRT), with an overall min. spend of S$600 per month', '5% Rebate on Public Taxi and Grab, Local Dining, Entertainment and Online Shopping, with an overall min. spend of S$600 per month', '5% Rebate on Overseas spend with an overall min. spend of S$600 per month at no rebate cap till 31 Dec 2018', 'Cash Rebate cap of S$40 on Qoo10 transactions, and S$40 on all other transactions per month except overseas spend', 'All rebates in form of Qmoney where 1 Qmoney = S$1']"", '0', '0', '0', '0']",0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,30000.0,60000.0,-0.2888
30,30,DBS-Womans-Card,$161 ,80.25,Available,S$100,"6% or $15, whichever is higher",$40 ,2.80%,20 days,25.90%,"3% or S$50, whichever is higher","$30,000 ","$45,000 ",MasterCard,"Apple Pay, Samsung Pay, Google Pay","['Earn 5X Rewards ( 5 DBS Points OR 10 miles per S$5 spent) when shopping onlineEarn 1X Rewards (1 DBS Point OR 2 miles per S$5 spend) on all other purchasesShop now, pay later with 0% interest payment plansEnjoy 15% off on medical packages at Global Health and Travel 1 year fee waiver, subsequent years waived with a minimum spend of S$15,000 p.a.']","['Make a travel booking with your DBS/POSB card and register via the Online Form with the same details as your card application during the Qualifying Period', '5 Draw chances per S$500 spent on Airlines, Hotel, and Travel Agency transactions accumulated', '1 Draw chance per S$500 spent on all other local and overseas retail spend', 'Destinations are New York, London, Paris, Sydney, and Shanghai', 'Redemption period: 1 Mar - 31 May 2019; Travel period: 1 Mar - 31 Dec 2019', 'Valid from 13 Apr - 31 Dec 2018; Draw conducted on 1 Feb 2019']",0,0,0,0,"['Earn 5X Rewards (5 DBS Points OR 10 miles per S$5 spend) when shopping onlineEnjoy 0% interest over 3, 6 or 12 months and waived processing fee with My Preferred Payment PlanEnjoy exclusive shopping privileges with DBS Lifestyle App']",0,0,0,0,"['0', '0', '0', '0', ""['Earn 5X Rewards (5 DBS Points OR 10 miles per S$5 spend) when shopping onlineEnjoy 0% interest over 3, 6 or 12 months and waived processing fee with My Preferred Payment PlanEnjoy exclusive shopping privileges with DBS Lifestyle App']"", '0']",0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,161.0,30000.0,45000.0,-0.259
31,31,uob-delight-card,$86 ,53.5,Available,S$90,6%,$40 ,2.80%,21 days,25.90%,"3% or S$50, whichever is higher","$30,000 ","$40,000 ",Visa,"Visa payWave, NETS FlashPay, Apple Pay, Samsung Pay, Android Pay, Mighty Pay","['Up to 8% rebate at Cold Storage, Market Place, Jasons, Giant and GuardianUp to 3% rebate on ALL contactless payments and selected recurring bills10% discount on house brands at Cold Storage, Giant, and Guardian']","['$100 cash rebate is limited to first 1,000 new customer sign-ups, with min spend of $1,000 within 30 days of card approval', '$20 cash rebate is limited to first 2,000 new customer sign-ups, with first transaction at selected merchants within 30 days of approval', 'Valid till 31 Dec 2018']",0,0,0,"['8% or 3% cash rebate at Cold Storage, Market Place, Jasons, Giant, and Guardian. Minimum spend: S$800/S$400 per month respectively.10% discount on house brands at Cold Storage, Giant, and GuardianUp to 3% rebate on ALL contactless payments and selected recurring billsFree home delivery at Giant IMM, Parkway, Tampines, VivoCity with S$150 min. spend in a single receipt0.3% cashback on spends less than S$400 and on all other spends']",0,0,0,0,0,"['0', '0', '0', ""['8% or 3% cash rebate at Cold Storage, Market Place, Jasons, Giant, and Guardian. Minimum spend: S$800/S$400 per month respectively.10% discount on house brands at Cold Storage, Giant, and GuardianUp to 3% rebate on ALL contactless payments and selected recurring billsFree home delivery at Giant IMM, Parkway, Tampines, VivoCity with S$150 min. spend in a single receipt0.3% cashback on spends less than S$400 and on all other spends']"", '0', '0']",0.0,0.0,0.0,0.24000000000000002,0.0,0.0,0.0,0.0,0.0,86.0,30000.0,40000.0,-0.259
32,32,ocbc-frank-card,$80 ,$40 ,Available,S$100,"6% or $15, whichever is higher",0,2.80%,23 days,26.88%,"3% or S$50, whichever is higher","$30,000 ","$45,000 ",Visa,"Visa payWave, NETS FlashPay, Apple Pay, Samsung Pay, Google Pay","['6% rebate on online shopping', '6% rebate on mobile payments, promo valid till 31 Dec 2018', 'Up to 5% rebate for entertainment', '0.3% rebate on everything else', 'Lower monthly in-store min spend of S$300, promo valid till 31 Dec 2018', '2 years fee waiver for principal card, subsequent years waived with min. spend of S$10,000 p.a.', '2 years fee waiver for supplementary card']",0,0,"['6% rebate on online shopping', '6% rebates on mobile payments for Apple Pay, Samsung Pay and Google Pay, valid till 31 Dec 2018', '3% rebate on first 2 top-ups for NETS FlashPay Auto Top-Up', '0.3% rebate on everything else', 'Up to 5% rebate for entertainment', 'Monthly offline min. spend of S$300 (excludes online and NETS FlashPay Auto Top-Up spend), capped at S$60 for all rebates']",0,0,0,0,0,0,0,"['0', ""['6% rebate on online shopping', '6% rebates on mobile payments for Apple Pay, Samsung Pay and Google Pay, valid till 31 Dec 2018', '3% rebate on first 2 top-ups for NETS FlashPay Auto Top-Up', '0.3% rebate on everything else', 'Up to 5% rebate for entertainment', 'Monthly offline min. spend of S$300 (excludes online and NETS FlashPay Auto Top-Up spend), capped at S$60 for all rebates']"", '0', '0', '0', '0']",0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,30000.0,45000.0,-0.2688
33,33,dbs-woman-s-world-card,$193 ,96.3,Available,S$100,"6% or $15, whichever is higher",$40 ,2.80%,20 days,25.90%,"3% or S$50, whichever is higher","$80,000 ","$80,000 ",MasterCard,"Apple Pay, Samsung Pay, Google Pay","['Earn 10X Rewards (10X DBS Points OR 20 miles) for every S$5 spent onlineEarn 3X Rewards (3X DBS Points OR 6 miles) for every S$5 spent overseasShop now, pay later with 0% interest payment plans over 3, 6 or 12 months1 year fee waiver, subsequent years waived with min. spend of $25,000 p.a.']","['Make a travel booking with your DBS/POSB card and register via the Online Form with the same details as your card application during the Qualifying Period', '5 Draw chances per S$500 spent on Airlines, Hotel, and Travel Agency transactions accumulated', '1 Draw chance per S$500 spent on all other local and overseas retail spend', 'Destinations are New York, London, Paris, Sydney, and Shanghai', 'Redemption period: 1 Mar - 31 May 2019; Travel period: 1 Mar - 31 Dec 2019', 'Valid from 13 Apr - 31 Dec 2018; Draw conducted on 1 Feb 2019']",0,0,0,0,"['Earn 10X Rewards (10 DBS Points OR 20 miles per S$5 spend) when shopping onlineEarn 3X Rewards (3 DBS Points OR 6 miles per S$5 spend) when shopping overseasEnjoy 0% interest over 3, 6 or 12 months and waived processing fee with My Preferred Payment PlanEnjoy exclusive shopping privileges with DBS Lifestyle App']",0,0,0,0,"['0', '0', '0', '0', ""['Earn 10X Rewards (10 DBS Points OR 20 miles per S$5 spend) when shopping onlineEarn 3X Rewards (3 DBS Points OR 6 miles per S$5 spend) when shopping overseasEnjoy 0% interest over 3, 6 or 12 months and waived processing fee with My Preferred Payment PlanEnjoy exclusive shopping privileges with DBS Lifestyle App']"", '0']",0.0,0.0,0.0,0.0,0.39000000000000007,0.0,0.0,0.0,0.0,193.0,80000.0,80000.0,-0.259
34,34,bank-of-china-sheng-siong-card,$30 ,$15 ,Available,S$100,"6% or S$20, whichever is higher",0,1.50%,23 days,28.88%,"3% or S$50, whichever is higher","$30,000 ","$60,000 ",Visa,0,"['Up to 12% cash rebate at Sheng Siong5% cash rebate on Grab and all taxi rides in Singapore1% cash rebate on Overseas Spend with no minimum spend and no capTo apply, SMS BOCCARD[space]SSMS[space]Name to 79777']",0,0,0,0,"['7% cash rebate at Sheng Siong with no minimum spend, capped at $70 per monthAdditional 5% cash rebate at Sheng Siong with out-store spend of $400 monthly, capped at $20 per monthAdditional 5% cash rebate consist of 3% + 2% cash rebate where the 2% cash rebate at Sheng Siong is valid till 31 Dec 2018']",0,0,0,0,0,"['0', '0', '0', ""['7% cash rebate at Sheng Siong with no minimum spend, capped at $70 per monthAdditional 5% cash rebate at Sheng Siong with out-store spend of $400 monthly, capped at $20 per monthAdditional 5% cash rebate consist of 3% + 2% cash rebate where the 2% cash rebate at Sheng Siong is valid till 31 Dec 2018']"", '0', '0']",0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,30.0,30000.0,60000.0,-0.2888
35,35,ocbc-titanium-rewards-card,$193 ,$96.30 ,Available,S$100,"6% or S$15, whichever is higher",0,2.80%,23 days,26.88%,"3% or S$50, whichever is higher","$30,000 ","$45,000 ",MasterCard,"Apple Pay, Samsung Pay, Google Pay","['10x OCBC$ (10 points or 4 Miles) for every S$1 spent on clothes, shoes, bags, department stores, kidswear, electronic gadgets, online, offline, locally and overseas', 'Cathay Cineplexes offers: S$8.50/ S$11 on movie tickets', 'Up to 16% discount at Caltex and Esso stations', 'Complimentary JetQuay Quayside single trip service and discounted trip service', 'Enjoy exclusive access at USD 27 per visit per person to more than 800 lounges regardless of the airline', 'First 2 years fee waiver for principle & supplementary cardmembers']",0,0,0,0,0,"['10x OCBC$ (10 points or 4 Miles) for every S$1 spent on clothes, shoes, bags, department stores, kidswear, electronic gadgets, online, offline, locally and overseas', 'Enjoy e-commerce coverage of up to USD 200 per year with min item of USD 50']",0,0,0,0,"['0', '0', '0', '0', ""['10x OCBC$ (10 points or 4 Miles) for every S$1 spent on clothes, shoes, bags, department stores, kidswear, electronic gadgets, online, offline, locally and overseas', 'Enjoy e-commerce coverage of up to USD 200 per year with min item of USD 50']"", '0']",0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,193.0,30000.0,45000.0,-0.2688
36,36,standard-chartered-platinum-credit-card,$193 ,0,Available,S$80,6%,$40 ,3.50%,0,25.90%,"1% or S$50, whichever is higher","$30,000 ","$60,000 ","MasterCard, Visa","MasterCard PayPass, Visa payWave, Apple Pay, Samsung Pay, Google Pay","['Earn Rewards Points on your credit card spends, mortgage, investments, deposits and online transactionsEnjoy exclusive Platinum privileges from leading hotels, golf courses, restaurants and merchants24-hour Concierge to help you with travel arrangements, reservations, shopping and gift services3 years annual fee waiver']","['Get S$150 in Prime Now Credits or up to S$100 cashback (New Principal Cardholders only)', 'Existing Principal Cardholders are eligible to receive up to S$20 cashback', 'Prime Now Credits will be issued in 3 promo codes worth S$50 each via a SMS to eligible cardholders within 60 working days from date of card activation', 'Your new card must be activated within 30 days of card approval date', 'Valid till 31st of Jan 2019']",0,0,0,0,0,['Up to 19.78% effective fuel savings at Caltex (16% onsite discount + 3.78% rebate on nett transaction)'],0,0,0,"['0', '0', '0', '0', '0', ""['Up to 19.78% effective fuel savings at Caltex (16% onsite discount + 3.78% rebate on nett transaction)']""]",0.0,0.0,0.0,0.0,0.0,0.3956,0.0,0.0,0.0,193.0,30000.0,60000.0,-0.259
37,37,uob-lady-s-card,$193 ,96.3,Available,S$90,6%,$40 ,3.25%,21 days,25.90%,"3% or S$50, whichever is higher","$30,000 ","$40,000 ",MasterCard,"MasterCard PayPass, Apple Pay, Samsung Pay, Android Pay, Mighty Pay","['5X UNI$ on your shopping and taxi ridesUOB Lady’s LuxePay Plan: 6 or 12-month instalment plan with no interest or processing feesComplimentary weekend parking at [email\xa0protected], Forum the Shopping Mall, Paragon, Scotts Square, Shaw Centre and Shaw House. Valid till 31 Dec 2018.']","['$170 comprises of up to $120 for online sign up for card and $50 for One Account sign-up', 'Min spend of $1,000 within 30 days of card approval to be eligible for promotion', 'Limited to first 1,000 new customer sign-ups', 'Valid till 31 Dec 2018']",0,0,0,0,0,0,0,"[""5X UNI$ on your shopping (local & overseas)UOB Lady's LuxePay Plan: 6 or 12-month installment plan with no interest or processing feesUp to 10% SMART$ rebate at over 400 participating merchant outlets""]",0,"['0', '0', '0', '0', '0', '0']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,193.0,30000.0,40000.0,-0.259
38,38,dbs-black-visa-card,$193 ,96.3,Available,S$100,"6% or $15, whichever is higher",$40 ,2.80%,20 days,25.90%,"3% or S$50, whichever is higher","$30,000 ","$45,000 ","Visa, American Express","Visa payWave, Apple Pay, Samsung Pay, Google Pay","['3X DBS Points per S$5 spent on all local Visa payWave purchases1X DBS Point per S$5 spent on all other purchasesShop now, pay later with 0% interest payment plans1 year fee waiver']","['Register your participation in this promotion at ""go.dbs.com/black6form""', 'Select ONE category to earn 6% cashback from - Dining, Groceries, Shopping', 'New Cardmembers- Spend S$600 per calendar month during the promotion period', 'Existing Cardmembers - Spend S$800 per calendar month during the promotion period', 'Cashback is capped at S$60 per month', 'Valid from 1 Nov 2018 - 28 Feb 2019']",0,0,0,['3X DBS Points per S$5 spent on all local Visa payWave purchases1X DBS Point per S$5 spent on all other purchases'],0,0,0,0,0,"['0', '0', '0', ""['3X DBS Points per S$5 spent on all local Visa payWave purchases1X DBS Point per S$5 spent on all other purchases']"", '0', '0']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,30000.0,45000.0,-0.259
39,39,dbs-esso-platinum-card,$86 ,42.8,Available,S$100,"6% or $15, whichever is higher",$40 ,2.50%,20 days,25.90%,"3% or S$50, whichever is higher","$30,000 ","$45,000 ",MasterCard,"MasterCard PayPass, Apple Pay, Samsung Pay, Google Pay","['Up to 27.6% fuel savings (17% instant discount + S$60 in Smiles Points* + 2.3% Smiles Savings^', '*S$60 in Smiles Points with min. spend of S$600; ^2.3% Smiles Savings with purchase of 250L of Synergy fuel per calendar month', 'Free fuel when you convert your shopping, dining and all retail spend into Smiles Points', 'S$10 charged outside of Esso = 1 Smiles Point', 'S$30 fuel voucher = 750 Smiles Points', '0% interest-free Instalment Payment Plan for Motor Insurance and Road Tax', '1 year fee waiver']",0,0,0,0,0,0,"['Up to 27.6% fuel savings (17% instant discount + S$60 in Smiles Points* + 2.3% Smiles Savings^', '*S$60 in Smiles Points with min. spend of S$600; ^2.3% Smiles Savings with purchase of 250L of Synergy fuel per calendar monthFree fuel when you convert your shopping, dining and all retail spend into Smiles PointsS$10 charged outside of Esso = 1 Smiles PointS$30 fuel voucher = 750 Smiles Points']",0,0,0,"['0', '0', '0', '0', '0', ""['Up to 27.6% fuel savings (17% instant discount + S$60 in Smiles Points* + 2.3% Smiles Savings^', '*S$60 in Smiles Points with min. spend of S$600; ^2.3% Smiles Savings with purchase of 250L of Synergy fuel per calendar monthFree fuel when you convert your shopping, dining and all retail spend into Smiles PointsS$10 charged outside of Esso = 1 Smiles PointS$30 fuel voucher = 750 Smiles Points']""]",0.0,0.0,0.0,0.0,0.0,0.4690000000000001,0.0,0.0,0.0,86.0,30000.0,45000.0,-0.259
40,40,ntuc-plus-visa-credit-card,0,"Complimentary, up to 3 supplementary cards",Available,S$100,"6% or $15, whichever is higher",0,2.80%,23 days,25.92%,"3% or S$50, whichever is higher","$30,000 ","$45,000 ",Visa,"Visa payWave, Apple Pay, Samsung Pay, Google Pay","['Up to 12% rebates at FairPrice stores, Unity and Warehouse Club and up to 8% rebate at FairPrice Online with salary credit', 'Up to 20.6% fuel savings at Esso and 18% fuel savings at Caltex', 'Enjoy 3% rebates at Popular and Cheers', 'Earn 0.22% LinkPoints rewards on all Visa spend outside of FairPrice group', 'Annual fee waived (prevailing NTUC membership fee applies)']",0,0,0,0,0,0,"['Up to 20.6% Discount at Esso: 5% Esso Smiles Card Discount + 5% Site Discount+ 8.5% OCBC Card Rebate + 2.1% OCBC Plus! Additional rebate (valid till 31 Oct 2018)', 'Up to 18% Discount at Caltex: 5% Site Discount + 13% OCBC Plus! Card Discount + 0.2% LinkPoints rebate and earn 3 LinkPoints for every litre of fuel']",0,0,0,"['0', '0', '0', '0', '0', ""['Up to 20.6% Discount at Esso: 5% Esso Smiles Card Discount + 5% Site Discount+ 8.5% OCBC Card Rebate + 2.1% OCBC Plus! Additional rebate (valid till 31 Oct 2018)', 'Up to 18% Discount at Caltex: 5% Site Discount + 13% OCBC Plus! Card Discount + 0.2% LinkPoints rebate and earn 3 LinkPoints for every litre of fuel']""]",0.0,0.0,0.0,0.0,0.0,0.41200000000000003,0.0,0.0,0.0,0.0,30000.0,45000.0,-0.25920000000000004
41,41,ocbc-plus-visa-credit-card,$107 ,"Complimentary, up to 3 supplementary cards",Available,S$100,"6% or S$15, whichever is higher",0,2.80%,23 days,25.92%,"3% or S$50, whichever is higher","$30,000 ","$45,000 ",Visa,"Visa payWave, Apple Pay, Samsung Pay, Google Pay","['Enjoy 7% rebates at FairPrice Store, Unity and Warehouse Club and 3% rebate at Fairprice Online', 'Up to 20.6% fuel savings at Esso and 18% fuel savings at Caltex', 'Enjoy 3% rebates at Popular and Cheers', 'First year annual fee waived. Second year annual fee waived when you spend at least S$2,500 per annum']",0,0,0,0,0,0,"['Up to 20.6% Discount at ESSO: 5% ESSO Smiles Card Discount + 5% Site Discount+ 8.5% OCBC Card Rebate + 2.1% OCBC Plus! additional rebate (valid till 31 Oct 2018)', 'Up to 18% Discount at Caltex: 5% Site Discount + 13% OCBC Plus! Card Discount + 0.2% LinkPoints rebate and earn 3 LinkPoints for every litre of fuel']",0,0,0,"['0', '0', '0', '0', '0', ""['Up to 20.6% Discount at ESSO: 5% ESSO Smiles Card Discount + 5% Site Discount+ 8.5% OCBC Card Rebate + 2.1% OCBC Plus! additional rebate (valid till 31 Oct 2018)', 'Up to 18% Discount at Caltex: 5% Site Discount + 13% OCBC Plus! Card Discount + 0.2% LinkPoints rebate and earn 3 LinkPoints for every litre of fuel']""]",0.0,0.0,0.0,0.0,0.0,0.41200000000000003,0.0,0.0,0.0,107.0,30000.0,45000.0,-0.25920000000000004
42,42,maybank-horizon-visa-signature,$180 ,Complimentary,Available,"5% or S$80, whichever is higher","5% or $15, whichever is higher",0,2.75%,20 days,25.90%,"3% or S$20, whichever is higher","$50,000 ","$60,000 ",Visa,"Visa payWave, Samsung Pay",0,0,"['Earn 3.2 air miles (8X TREATS Points) for every S$1 spent on dining, petrol, taxi fares and hotel bookings at Agoda.com/horizon', 'Earn 2 air miles (5X TREATS Points) for every S$1 spent on air tickets, travel packages and foreign currency transactions', 'Minimum spend: S$300/month', 'Capped at 30,000 Bonus TREATS Points per month', 'Earn 0.4 air miles (1X TREAT Point) with no minimum spend amount', 'Complimentary lounge access with minimum spend of S$1,000 in a single transaction on a retail purchase', 'Complimentary Travel Insurance up to S$1,000,000']",0,0,0,0,0,0,0,0,"[""['Earn 3.2 air miles (8X TREATS Points) for every S$1 spent on dining, petrol, taxi fares and hotel bookings at Agoda.com/horizon', 'Earn 2 air miles (5X TREATS Points) for every S$1 spent on air tickets, travel packages and foreign currency transactions', 'Minimum spend: S$300/month', 'Capped at 30,000 Bonus TREATS Points per month', 'Earn 0.4 air miles (1X TREAT Point) with no minimum spend amount', 'Complimentary lounge access with minimum spend of S$1,000 in a single transaction on a retail purchase', 'Complimentary Travel Insurance up to S$1,000,000']"", '0', '0', '0', '0', '0']",0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,50000.0,60000.0,-0.259
